"","text","sentiment"
"2481"," oke mantap",2
"2482","masya allahpak gubernur indonesia good benerbarakallah paksemoga sehat ",2
"2483","awesome pa anies",2
"2484","kerjay giat ptestasiy mantaf bapakku",2
"2485","buzzerp kemana ya",2
"2486","mantap mygubernursemangaaat membangun jakarta ",2
"2487","assalamualaykum anies malam minggu sy jalan x malang depo bangunan ujung jalan haji naman jalanannya gelap mohon lampu penerang jalannya terang ",2
"2488"," selfi fotonya bareng",2
"2489","bangun lapangan bmw manamasak cm ngecek proyek lamaide idemu dlu kmn ",2
"2490","barakallah mudahan istiqoma kesehatan ",2
"2491","mantap ",2
"2492","barokallah anies yg perhatian detail warganya beruntungnya warga dki sayang sy warga dki next mr anies for president aamiin",2
"2493","hasil dr baca buku kemarin",2
"2494","pas musim ujan kayanya udh ga banjir terdengar kuping",2
"2495","ikhtiar pemprov dki mantab insya allah proses mengkhianati hasil ",2
"2496","sesungguhnya khawatirkan umatku munafik pandai bersilat lidah hr ahmad abdur rauf al munawi pandai berbicara hatinya bodoh akidahnya rusak menipu manusia kelihaian lisannya orang jatuh kesalahan akibat lisannya",2
"2497","alhamdulillah terimakasih anies",2
"2498","syafakillah ",2
"2499","sehat goodbener insyaallah next presiden",2
"2500","barakallah ",2
"2501"," butuh sparepart exsavator yah",2
"2502","awas hati hati sampah jadian musim hujan kodok sarang waspada ",1
"2503"," buatin lapak burung dara main",2
"2504","aamiin ya robbal alamin",2
"2505","pondok ranggon waduk tinggal pondok ranggon tau waduk pk sehat pk",2
"2506","mampir kranggan ",2
"2507"," waduk giri kencana cilangkap proses pembangunan gak berjalan efeknya warga kena banjir tolong ditindak lanjuti ",2
"2508","pencairan kjmu mundur anies",2
"2509","cepet sembuh anies",2
"2510","sehat allah swt bersamamu ",2
"2511","nanem pohon berbuah aja biar nyerep airnya cepet",2
"2512","sehat anies ku",2
"2513","gubernur gblok rakyat miskin susah cari uang coba aja pns jakarta gajiny dipotong bgus nolong yg penghasilan ga ",1
"2514","terbaik anies semangat sehat",2
"2515"," anies keren sy doakan semoga anis thn bpk president biar indonesia segani dunia aamin yra",2
"2516","mantap kereeensy dr indramayu jabar bangga kerja n kepemiminan bp anis smg allah sll melindungi sehat sll",2
"2517"," menulis gubernur indonesia pejabat negara kerja pencitraan politik cari suara massa nasib rakyat beruntung dibiarkan keleleran jalanan anjing liar kucing liarmereka ditampung negara presiden gubernur tanggung tokoh rakyat tokoh masyarakat yg menanggung kehidupan rakyat gak duit kekuasaan politik pejabat negara pejabat daerah kerjanya pencitraan belaka cari suara dukungan maju jenjang kerjakan sosial indonesia otomatis popularitas elektabilitas ditunggu gedung sosialnya panti jomponya gedung sarang hantu dijadikan content youtube merusak mental anak bangsamanfaatin donk gedung sosialsemoga gubernur indonesia paham tugas tanggung sosialnya ",1
"2518","kaya yg main judi aja pake digerebek",2
"2519","bktgimana kabarnyajakartabanjir fungsi bktapa yah",1
"2520","great photo check out my instagram dont forget follback thanks",2
"2521","good job goodbener anies",2
"2522","keren anies",2
"2523","assalamualaikum anis cm mw usul knp sampah plastik yg bnyk menghambat pintu air tdk spt ",1
"2524"," loker ",2
"2525"," anies keren",2
"2526","semoga bebas banjir ya kedepan anies",2
"2527","kmaren ngapain aja lojkaarta dipegang lo kelelepkerja lo goblok",1
"2528"," contoh pngangn banjir ya",2
"2529","assallamuallaikum yth gubernur izin kirim ajuanusulan penangganan banjir wilayah rt rw kel pondok bambu duren sawit jakarta timur mohon responnya terima kasih",1
"2530","saiki koyo negeri",2
"2531","semoga allah swt kesembuhan sempurna menanggalkan penyakit yg melekat menjadikan kuat memimpin ",2
"2532","kereeeen ",2
"2533","cantiknya jakarta",2
"2534","waduk kito wkwk",2
"2535","lepas lobster ajiiiib nih gub",2
"2536","jaga kesehatan nya ",2
"2537","bersiiiiiihhhh",2
"2538"," maaf beribu maaf pribadi mengeluh karna psbb jkrta perpanjng mngkin diluaran jg sprti jujur bingung dngan hidup skrg nganggur mncari krja dimana ga trimah kenyang minum makan tlong pa mikiri anak kos yg keluarga makan aja susah bayar kos keluarga dikampunng ga ngirim karna keterbatasan ekonomi tega lihat bgini kenyang minum makan nasi maaf cari perhatian allah yg rasakan ikhlas lahir batin mati karna lapar situasi bgini pa mati karna kena virus corona mati karna lapar maaf terimah kasih tolong ngertiin anak kos",1
"2539","good bener pa gub",2
"2540"," gubernur pencitraan tp menjadikan jakarta py citra yg ",2
"2541","sehat allah subhanahu wataala kekuatan menghadapi apapun aamiin",2
"2542","smngat capt",2
"2543"," politik melulu negara pemerintah daerah perbanyak panti jompo gedung sosial inipemda dki membeli gedung tua tdk terpakai kegiatan sosial beristirahat gelandangan korban banjir korban penggusuran tuna wisma pedagang kaki warung makanan sembako ditempatkan lantai dasarjadikan lantai dijaga satpol pp karyawan pemda menjaga keamanan ketertibannya kasar otoriter yg pasar penertiban kaki limamestinya gubernur memikirkan terimakasih",1
"2544","foto dgn i saturation",2
